Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools	genome_name
NODE_45_length_23455_cov_3.045568_13	-	-	-	GH28	1	SRR13592713
NODE_46_length_22863_cov_7.777182_4	-	-	-	GT83	1	SRR13592713
NODE_81_length_6329_cov_1.602289_1	-	-	-	GH77	1	SRR13592713
NODE_110_length_3363_cov_1.504326_2	-	-	-	GH2	1	SRR13592713
NODE_106_length_1958_cov_0.781540_1	-	CE4(51-174)	CE4_e137	CE4	3	SRR13592785
NODE_131_length_1272_cov_0.950218_2	-	GT4(54-209)	GT4_e1803	-	2	SRR13592785
NODE_13_length_63316_cov_6.002500_10	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	SRR13592785
NODE_18_length_51584_cov_3.645005_11	-	GT5(8-478)	GT5_e1	GT5	3	SRR13592785
NODE_18_length_51584_cov_3.645005_12	2.4.1.1:158	GT35(94-442)	GT35_e0	GT35	3	SRR13592785
NODE_18_length_51584_cov_3.645005_13	2.4.1.1:158	GT35(11-328)	GT35_e0	GT35	3	SRR13592785
NODE_18_length_51584_cov_3.645005_14	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	SRR13592785
NODE_18_length_51584_cov_3.645005_8	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	SRR13592785
NODE_19_length_47509_cov_4.175657_37	-	GT51(62-237)	GT51_e21	GT51	3	SRR13592785
NODE_1_length_147942_cov_11.240510_5	-	GT2(3-164)	GT2	GT2	3	SRR13592785
NODE_202_length_617_cov_1.077551_1	-	CE9(1-179)	CE9_e44	-	2	SRR13592785
NODE_208_length_608_cov_0.904366_1	-	GT4(66-201)	GT4_e2644	GT4	3	SRR13592785
NODE_21_length_46181_cov_6.406631_15	3.2.1.26:3	GH32(37-339)	GH32_e76	GH32	3	SRR13592785
NODE_21_length_46181_cov_6.406631_17	-	GH32(6-294)	GH32_e121	GH32	3	SRR13592785
NODE_25_length_37001_cov_7.569736_28	-	GH25(51-234)	GH25_e171	GH25	3	SRR13592785
NODE_27_length_36028_cov_14.990223_15	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	SRR13592785
NODE_27_length_36028_cov_14.990223_23	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	SRR13592785
NODE_28_length_35613_cov_12.010793_22	-	AA7(43-237)	AA4_e1	-	2	SRR13592785
NODE_28_length_35613_cov_12.010793_29	-	GT2(6-134)	GT2	GT2	3	SRR13592785
NODE_28_length_35613_cov_12.010793_37	-	GT4(189-330)	GT4_e150	GT4	3	SRR13592785
NODE_29_length_35013_cov_4.497707_4	-	AA7(48-237)	-	-	1	SRR13592785
NODE_2_length_120792_cov_10.123275_3	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	SRR13592785
NODE_2_length_120792_cov_10.123275_82	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-479)	GH1_e115	GH1	3	SRR13592785
NODE_30_length_34488_cov_4.141730_14	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	SRR13592785
NODE_31_length_33601_cov_3.767790_1	-	GT2(6-153)	GT2	GT2	3	SRR13592785
NODE_31_length_33601_cov_3.767790_13	-	GT2(4-112)	GT2	GT2	3	SRR13592785
NODE_31_length_33601_cov_3.767790_3	-	GT4(679-795)	GT4_e401	GT4	3	SRR13592785
NODE_31_length_33601_cov_3.767790_5	-	CE12(34-260)	CE12_e54	-	2	SRR13592785
NODE_34_length_31270_cov_7.847285_11	-	GT2(8-172)	GT2	GT2	3	SRR13592785
NODE_35_length_30980_cov_8.972158_10	-	CE4(89-211)	CE4_e82	CE4	3	SRR13592785
NODE_35_length_30980_cov_8.972158_14	-	GT28(188-337)	GT28_e30	GT28	3	SRR13592785
NODE_36_length_30950_cov_5.117575_15	-	GH109(3-152)	GH109_e2	-	2	SRR13592785
NODE_36_length_30950_cov_5.117575_8	-	GH32(37-347)	GH32_e67	GH32	3	SRR13592785
NODE_37_length_30471_cov_2.626582_11	-	CE12(17-228)	CE12_e54	-	2	SRR13592785
NODE_37_length_30471_cov_2.626582_4	-	GT2(14-180)	GT2	GT2	3	SRR13592785
NODE_38_length_28897_cov_8.645395_13	3.2.1.23:11	GH2(20-629)	GH2_e13	GH2	3	SRR13592785
NODE_3_length_109919_cov_7.783427_68	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	SRR13592785
NODE_3_length_109919_cov_7.783427_69	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	SRR13592785
NODE_46_length_22877_cov_14.978242_4	-	GH109(5-142)	-	-	1	SRR13592785
NODE_49_length_19380_cov_9.548850_4	-	GH109(2-142)	-	-	1	SRR13592785
NODE_4_length_107867_cov_13.187386_27	-	GT51(83-260)	GT51_e21	GT51	3	SRR13592785
NODE_4_length_107867_cov_13.187386_89	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	SRR13592785
NODE_54_length_15463_cov_3.206442_1	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	SRR13592785
NODE_55_length_15076_cov_9.163222_14	-	CE4(79-190)	CE4_e246	CE4	3	SRR13592785
NODE_6_length_96350_cov_7.364539_29	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	SRR13592785
NODE_70_length_6444_cov_1.755738_7	-	GH25(50-227)	GH25_e110	GH25	3	SRR13592785
NODE_71_length_6015_cov_2.242188_5	-	GH73(268-428)	GH73_e132	GH73	3	SRR13592785
NODE_76_length_4517_cov_1.329385_2	2.4.1.-:1	GT2(11-142)	GT2	-	2	SRR13592785
NODE_76_length_4517_cov_1.329385_3	-	GT2(8-136)	GT2	-	2	SRR13592785
NODE_8_length_90644_cov_5.648806_32	-	GT2(7-181)	GT2	GT2	3	SRR13592785
NODE_8_length_90644_cov_5.648806_34	-	GT2(8-148)	GT2	GT2	3	SRR13592785
NODE_8_length_90644_cov_5.648806_35	-	GT32(104-185)	GT32_e186	GT32	3	SRR13592785
NODE_8_length_90644_cov_5.648806_37	-	GT2(5-149)	GT2	GT2	3	SRR13592785
NODE_8_length_90644_cov_5.648806_39	-	GT2(6-164)	GT2	GT2	3	SRR13592785
NODE_8_length_90644_cov_5.648806_40	-	GT2(7-172)	GT2	GT2	3	SRR13592785
NODE_8_length_90644_cov_5.648806_42	-	GT4(201-342)	GT4_e1204	GT4	3	SRR13592785
NODE_8_length_90644_cov_5.648806_43	-	GT2(5-119)	GT2	GT2	3	SRR13592785
NODE_8_length_90644_cov_5.648806_44	-	GT2(4-158)	GT2	GT2	3	SRR13592785
NODE_8_length_90644_cov_5.648806_46	-	GT4(193-338)	GT4_e3212	GT4	3	SRR13592785
NODE_8_length_90644_cov_5.648806_53	-	GH3(116-346)	GH3_e215	GH3	3	SRR13592785
NODE_8_length_90644_cov_5.648806_62	3.2.1.65:8|3.2.1.80:1|3.2.1.65:8	GH32(315-643)+CBM66(916-1076)	CBM66_e0+GH32_e42+CBM66_e0	CBM66+GH32	3	SRR13592785
NODE_90_length_2915_cov_0.952296_1	3.2.1.89:17|3.2.1.89:17	GH53(63-319)+GH53(407-797)	GH53_e14+GH53_e14	GH53	3	SRR13592785
NODE_20_length_46859_cov_11.790165_10	-	-	GH73_e261	GH73	2	SRR13592785
NODE_28_length_35613_cov_12.010793_36	-	-	GT1_e246	-	1	SRR13592785
NODE_28_length_35613_cov_12.010793_38	-	-	GT2	-	1	SRR13592785
NODE_60_length_12524_cov_1.346051_7	-	-	GH23_e928	GH23	2	SRR13592785
NODE_76_length_4517_cov_1.329385_4	-	-	GT4_e925	-	1	SRR13592785
NODE_9_length_72155_cov_9.306131_35	-	-	GT2	GT2	2	SRR13592785
NODE_23_length_42465_cov_10.175044_6	-	-	GH73_e261	-	1	SRR13592785
NODE_35_length_30980_cov_8.972158_4	-	-	CBM50_e564	CBM50	2	SRR13592785
NODE_50_length_18711_cov_9.863000_15	-	-	GH23_e928	GH23	2	SRR13592785
NODE_55_length_15076_cov_9.163222_4	-	-	CBM50_e393	CBM50	2	SRR13592785
NODE_1_length_147942_cov_11.240510_128	-	-	-	GH28	1	SRR13592785
NODE_2_length_120792_cov_10.123275_56	-	-	-	GT4	1	SRR13592785
NODE_2_length_120792_cov_10.123275_59	-	-	-	CE8	1	SRR13592785
NODE_2_length_120792_cov_10.123275_63	-	-	-	GH13	1	SRR13592785
NODE_2_length_120792_cov_10.123275_83	-	-	-	GT1	1	SRR13592785
NODE_3_length_109919_cov_7.783427_15	-	-	-	GT2	1	SRR13592785
NODE_4_length_107867_cov_13.187386_8	-	-	-	GH84	1	SRR13592785
NODE_4_length_107867_cov_13.187386_10	-	-	-	GH36	1	SRR13592785
NODE_4_length_107867_cov_13.187386_57	-	-	-	GH130	1	SRR13592785
NODE_6_length_96350_cov_7.364539_39	-	-	-	GH0	1	SRR13592785
NODE_7_length_95451_cov_6.813678_10	-	-	-	GH5_11	1	SRR13592785
NODE_7_length_95451_cov_6.813678_46	-	-	-	GT4	1	SRR13592785
NODE_8_length_90644_cov_5.648806_18	-	-	-	GH1	1	SRR13592785
NODE_8_length_90644_cov_5.648806_73	-	-	-	GH23	1	SRR13592785
NODE_9_length_72155_cov_9.306131_12	-	-	-	GT2	1	SRR13592785
NODE_10_length_70803_cov_5.942696_30	-	-	-	GT58	1	SRR13592785
NODE_11_length_65576_cov_10.334581_22	-	-	-	GT2	1	SRR13592785
NODE_12_length_64934_cov_4.193081_58	-	-	-	GH13_30	1	SRR13592785
NODE_13_length_63316_cov_6.002500_21	-	-	-	GH13_31	1	SRR13592785
NODE_16_length_57428_cov_8.019214_31	-	-	-	GT83	1	SRR13592785
NODE_16_length_57428_cov_8.019214_33	-	-	-	GH13_11	1	SRR13592785
NODE_17_length_56036_cov_9.729668_27	-	-	-	GT4	1	SRR13592785
NODE_18_length_51584_cov_3.645005_9	-	-	-	CBM48+GH13_9	1	SRR13592785
NODE_20_length_46859_cov_11.790165_11	-	-	-	GH28	1	SRR13592785
NODE_23_length_42465_cov_10.175044_13	-	-	-	CBM50	1	SRR13592785
NODE_30_length_34488_cov_4.141730_17	-	-	-	GT83	1	SRR13592785
NODE_32_length_32868_cov_7.419230_22	-	-	-	GH23	1	SRR13592785
NODE_34_length_31270_cov_7.847285_20	-	-	-	GT2	1	SRR13592785
NODE_36_length_30950_cov_5.117575_7	-	-	-	GH13_31	1	SRR13592785
NODE_36_length_30950_cov_5.117575_23	-	-	-	GH1	1	SRR13592785
NODE_38_length_28897_cov_8.645395_12	-	-	-	GH2	1	SRR13592785
NODE_43_length_24773_cov_2.210785_2	-	-	-	GH28	1	SRR13592785
NODE_52_length_16624_cov_5.031581_5	-	-	-	GH1	1	SRR13592785
NODE_52_length_16624_cov_5.031581_8	-	-	-	GH38	1	SRR13592785
NODE_60_length_12524_cov_1.346051_6	-	-	-	GH0	1	SRR13592785
NODE_64_length_9894_cov_1.429098_9	-	-	-	GH28	1	SRR13592785
NODE_195_length_635_cov_0.516699_1	-	-	-	GT51	1	SRR13592785
NODE_107_length_1454_cov_1.103994_2	-	GH25(6-81)	GH25_e110	GH25	3	SRR13592839
NODE_10_length_79428_cov_9.069886_34	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	SRR13592839
NODE_10_length_79428_cov_9.069886_35	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	SRR13592839
NODE_11_length_70516_cov_6.725284_14	-	GT4(218-373)	GT4_e1803	GT4	3	SRR13592839
NODE_11_length_70516_cov_6.725284_15	-	GT4(196-345)	GT4_e2644	GT4	3	SRR13592839
NODE_11_length_70516_cov_6.725284_54	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	SRR13592839
NODE_17_length_50165_cov_4.158639_1	-	GH73(268-428)	GH73_e132	GH73	3	SRR13592839
NODE_18_length_49709_cov_6.581279_31	-	AA7(48-237)	-	-	1	SRR13592839
NODE_1_length_194996_cov_7.896864_105	-	GT2(4-112)	GT2	GT2	3	SRR13592839
NODE_1_length_194996_cov_7.896864_113	-	CE12(34-260)	CE12_e54	-	2	SRR13592839
NODE_1_length_194996_cov_7.896864_115	-	GT4(679-795)	GT4_e401	GT4	3	SRR13592839
NODE_1_length_194996_cov_7.896864_117	-	GT2(6-153)	GT2	GT2	3	SRR13592839
NODE_1_length_194996_cov_7.896864_121	-	GT2(14-180)	GT2	GT2	3	SRR13592839
NODE_1_length_194996_cov_7.896864_128	-	CE12(17-228)	CE12_e54	-	2	SRR13592839
NODE_1_length_194996_cov_7.896864_146	2.4.1.-:1	GT2(11-142)	GT2	-	2	SRR13592839
NODE_1_length_194996_cov_7.896864_147	-	GT2(8-136)	GT2	-	2	SRR13592839
NODE_1_length_194996_cov_7.896864_151	-	GT4(189-330)	GT4_e150	GT4	3	SRR13592839
NODE_1_length_194996_cov_7.896864_159	-	GT2(6-134)	GT2	GT2	3	SRR13592839
NODE_1_length_194996_cov_7.896864_166	-	AA7(43-237)	AA4_e1	-	2	SRR13592839
NODE_1_length_194996_cov_7.896864_34	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	SRR13592839
NODE_20_length_46660_cov_14.090409_20	-	CE4(79-190)	CE4_e246	CE4	3	SRR13592839
NODE_21_length_46463_cov_6.929450_30	-	GH32(6-294)	GH32_e121	GH32	3	SRR13592839
NODE_21_length_46463_cov_6.929450_32	3.2.1.26:3	GH32(37-339)	GH32_e76	GH32	3	SRR13592839
NODE_23_length_44631_cov_5.718812_17	-	GT2(5-108)	GT2	GT2	3	SRR13592839
NODE_24_length_44386_cov_10.635532_25	-	GT2(3-164)	GT2	GT2	3	SRR13592839
NODE_28_length_36673_cov_5.167077_1	2.4.1.1:158	GT35(42-390)	GT35_e0	GT35	3	SRR13592839
NODE_28_length_36673_cov_5.167077_2	2.4.1.1:158	GT35(11-328)	GT35_e0	GT35	3	SRR13592839
NODE_28_length_36673_cov_5.167077_3	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	SRR13592839
NODE_2_length_166968_cov_8.022500_47	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	SRR13592839
NODE_30_length_36018_cov_7.679613_15	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	SRR13592839
NODE_30_length_36018_cov_7.679613_23	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	SRR13592839
NODE_31_length_35252_cov_7.313025_16	-	GH109(3-152)	GH109_e2	-	2	SRR13592839
NODE_31_length_35252_cov_7.313025_23	-	GH32(37-347)	GH32_e67	GH32	3	SRR13592839
NODE_33_length_31173_cov_14.229659_10	-	CE4(89-211)	CE4_e82	CE4	3	SRR13592839
NODE_33_length_31173_cov_14.229659_14	-	GT28(188-337)	GT28_e30	GT28	3	SRR13592839
NODE_34_length_30457_cov_3.166106_4	-	GH109(2-142)	-	-	1	SRR13592839
NODE_35_length_28962_cov_1.918363_25	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	SRR13592839
NODE_35_length_28962_cov_1.918363_28	-	GT5(8-478)	GT5_e1	GT5	3	SRR13592839
NODE_3_length_162094_cov_9.263788_121	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	SRR13592839
NODE_3_length_162094_cov_9.263788_31	-	GT2(7-181)	GT2	GT2	3	SRR13592839
NODE_3_length_162094_cov_9.263788_33	-	GT2(8-148)	GT2	GT2	3	SRR13592839
NODE_3_length_162094_cov_9.263788_34	-	GT32(104-185)	GT32_e186	GT32	3	SRR13592839
NODE_3_length_162094_cov_9.263788_36	-	GT2(5-149)	GT2	GT2	3	SRR13592839
NODE_3_length_162094_cov_9.263788_38	-	GT2(6-164)	GT2	GT2	3	SRR13592839
NODE_3_length_162094_cov_9.263788_39	-	GT2(7-172)	GT2	GT2	3	SRR13592839
NODE_3_length_162094_cov_9.263788_41	-	GT4(201-342)	GT4_e1204	GT4	3	SRR13592839
NODE_3_length_162094_cov_9.263788_42	-	GT2(5-119)	GT2	GT2	3	SRR13592839
NODE_3_length_162094_cov_9.263788_43	-	GT2(4-158)	GT2	GT2	3	SRR13592839
NODE_3_length_162094_cov_9.263788_45	-	GT4(193-338)	GT4_e3212	GT4	3	SRR13592839
NODE_3_length_162094_cov_9.263788_52	-	GH3(116-346)	GH3_e215	GH3	3	SRR13592839
NODE_3_length_162094_cov_9.263788_61	3.2.1.65:8|3.2.1.80:1|3.2.1.65:8	GH32(315-643)+CBM66(916-1076)	CBM66_e0+GH32_e42+CBM66_e0	CBM66+GH32	3	SRR13592839
NODE_40_length_24971_cov_3.159475_16	-	GH25(51-234)	GH25_e171	GH25	3	SRR13592839
NODE_41_length_24755_cov_2.087340_10	-	GT2(8-172)	GT2	GT2	3	SRR13592839
NODE_44_length_22877_cov_14.850681_4	-	GH109(5-142)	-	-	1	SRR13592839
NODE_5_length_134307_cov_13.637621_101	-	GH73(302-464)	GH73_e132	-	2	SRR13592839
NODE_5_length_134307_cov_13.637621_37	-	GT51(62-237)	GT51_e21	GT51	3	SRR13592839
NODE_6_length_120706_cov_13.023080_114	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	SRR13592839
NODE_6_length_120706_cov_13.023080_35	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-479)	GH1_e115	GH1	3	SRR13592839
NODE_7_length_107320_cov_11.358260_12	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	SRR13592839
NODE_7_length_107320_cov_11.358260_74	-	GT51(83-260)	GT51_e21	GT51	3	SRR13592839
NODE_8_length_98891_cov_12.150733_38	-	CE9(3-367)	CE9_e44	CE9	3	SRR13592839
NODE_8_length_98891_cov_12.150733_39	-	CE4(51-174)	CE4_e137	CE4	3	SRR13592839
NODE_8_length_98891_cov_12.150733_46	-	CE4(45-174)	CE4_e225	CE4	3	SRR13592839
NODE_8_length_98891_cov_12.150733_55	-	GT51(82-264)	GT51_e43	GT51	3	SRR13592839
NODE_8_length_98891_cov_12.150733_73	3.2.1.89:17|3.2.1.89:17	GH53(63-319)+GH53(407-796)	GH53_e14+GH53_e14	GH53	3	SRR13592839
NODE_8_length_98891_cov_12.150733_74	3.2.1.89:17|3.2.1.89:17	GH53(64-316)+GH53(404-794)	GH53_e14+GH53_e14	GH53	3	SRR13592839
NODE_19_length_46739_cov_11.292500_10	-	-	GH73_e261	GH73	2	SRR13592839
NODE_1_length_194996_cov_7.896864_150	-	-	GT2	-	1	SRR13592839
NODE_1_length_194996_cov_7.896864_152	-	-	GT1_e246	-	1	SRR13592839
NODE_33_length_31173_cov_14.229659_4	-	-	CBM50_e564	CBM50	2	SRR13592839
NODE_9_length_86945_cov_7.066323_35	-	-	GT2	GT2	2	SRR13592839
NODE_12_length_69584_cov_8.163353_9	-	-	GH23_e928	GH23	2	SRR13592839
NODE_26_length_42465_cov_35.392626_6	-	-	GH73_e261	-	1	SRR13592839
NODE_13_length_61169_cov_6.215344_20	-	-	GH23_e928	GH23	2	SRR13592839
NODE_1_length_194996_cov_7.896864_148	-	-	GT4_e925	-	1	SRR13592839
NODE_20_length_46660_cov_14.090409_10	-	-	CBM50_e393	CBM50	2	SRR13592839
NODE_1_length_194996_cov_7.896864_45	-	-	-	GH13_31	1	SRR13592839
NODE_2_length_166968_cov_8.022500_24	-	-	-	GH28	1	SRR13592839
NODE_3_length_162094_cov_9.263788_17	-	-	-	GH1	1	SRR13592839
NODE_3_length_162094_cov_9.263788_72	-	-	-	GH23	1	SRR13592839
NODE_3_length_162094_cov_9.263788_131	-	-	-	GH0	1	SRR13592839
NODE_4_length_145442_cov_5.754464_52	-	-	-	GH5_11	1	SRR13592839
NODE_4_length_145442_cov_5.754464_88	-	-	-	GT4	1	SRR13592839
NODE_5_length_134307_cov_13.637621_132	-	-	-	GH23	1	SRR13592839
NODE_6_length_120706_cov_13.023080_34	-	-	-	GT1	1	SRR13592839
NODE_6_length_120706_cov_13.023080_54	-	-	-	GH13	1	SRR13592839
NODE_6_length_120706_cov_13.023080_58	-	-	-	CE8	1	SRR13592839
NODE_6_length_120706_cov_13.023080_61	-	-	-	GT4	1	SRR13592839
NODE_7_length_107320_cov_11.358260_44	-	-	-	GH130	1	SRR13592839
NODE_7_length_107320_cov_11.358260_91	-	-	-	GH36	1	SRR13592839
NODE_7_length_107320_cov_11.358260_93	-	-	-	GH84	1	SRR13592839
NODE_9_length_86945_cov_7.066323_12	-	-	-	GT2	1	SRR13592839
NODE_11_length_70516_cov_6.725284_51	-	-	-	GT83	1	SRR13592839
NODE_13_length_61169_cov_6.215344_21	-	-	-	GH0	1	SRR13592839
NODE_15_length_55487_cov_14.555040_42	-	-	-	GH13_11	1	SRR13592839
NODE_15_length_55487_cov_14.555040_44	-	-	-	GT83	1	SRR13592839
NODE_16_length_53220_cov_4.118038_14	-	-	-	GT58	1	SRR13592839
NODE_17_length_50165_cov_4.158639_36	-	-	-	GT4	1	SRR13592839
NODE_19_length_46739_cov_11.292500_11	-	-	-	GH28	1	SRR13592839
NODE_23_length_44631_cov_5.718812_20	-	-	-	GH28	1	SRR13592839
NODE_25_length_43463_cov_3.542736_37	-	-	-	GH13_30	1	SRR13592839
NODE_26_length_42465_cov_35.392626_13	-	-	-	CBM50	1	SRR13592839
NODE_27_length_36972_cov_2.095587_20	-	-	-	GT2	1	SRR13592839
NODE_31_length_35252_cov_7.313025_8	-	-	-	GH1	1	SRR13592839
NODE_31_length_35252_cov_7.313025_24	-	-	-	GH13_31	1	SRR13592839
NODE_35_length_28962_cov_1.918363_26	-	-	-	CBM48+GH13_9	1	SRR13592839
NODE_41_length_24755_cov_2.087340_1	-	-	-	GT2	1	SRR13592839
NODE_50_length_16255_cov_1.843688_2	-	-	-	GT2	1	SRR13592839
NODE_55_length_11849_cov_1.405733_3	-	-	-	GH1	1	SRR13592839
NODE_71_length_4006_cov_1.454241_2	-	-	-	GH38	1	SRR13592839
NODE_110_length_1363_cov_0.906958_2	-	-	-	GT58	1	SRR13592839
NODE_141_length_636_cov_0.589391_1	-	-	-	GH2	1	SRR13592839
NODE_11_length_68794_cov_12.201363_62	-	GH25(51-234)	GH25_e171	GH25	3	SRR18440051
NODE_12_length_68621_cov_6.222107_33	-	GH106(15-581)	GH106_e45	GH106	3	SRR18440051
NODE_12_length_68621_cov_6.222107_34	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(2-470)	GH1_e85	GH1	3	SRR18440051
NODE_13_length_65110_cov_8.281766_19	-	GT2(5-108)	GT2	GT2	3	SRR18440051
NODE_14_length_64043_cov_10.109769_31	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	SRR18440051
NODE_14_length_64043_cov_10.109769_32	2.4.1.1:158	GT35(94-809)	GT35_e0	GT35	3	SRR18440051
NODE_14_length_64043_cov_10.109769_33	-	GT5(8-478)	GT5_e1	GT5	3	SRR18440051
NODE_14_length_64043_cov_10.109769_36	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	SRR18440051
NODE_15_length_63520_cov_7.219945_35	-	GT2(3-164)	GT2	GT2	3	SRR18440051
NODE_17_length_54773_cov_19.142645_13	-	GT28(188-337)	GT28_e30	GT28	3	SRR18440051
NODE_17_length_54773_cov_19.142645_9	-	CE4(89-211)	CE4_e82	CE4	3	SRR18440051
NODE_18_length_54724_cov_8.914208_11	-	GH25(50-227)	GH25_e110	GH25	3	SRR18440051
NODE_1_length_179197_cov_11.360580_11	2.4.1.-:1	GT2(7-118)	GT2	-	2	SRR18440051
NODE_1_length_179197_cov_11.360580_12	-	GT2(14-153)	GT2	-	2	SRR18440051
NODE_1_length_179197_cov_11.360580_19	-	GT4(213-360)	GT4_e3683	-	2	SRR18440051
NODE_1_length_179197_cov_11.360580_20	-	GT2(6-136)	GT2	-	2	SRR18440051
NODE_1_length_179197_cov_11.360580_21	-	GT4(197-341)	GT4_e1204	-	2	SRR18440051
NODE_1_length_179197_cov_11.360580_22	-	GT32(20-98)	GT32_e192	-	2	SRR18440051
NODE_1_length_179197_cov_11.360580_23	-	GT4(227-374)	GT4_e134	GT4	3	SRR18440051
NODE_1_length_179197_cov_11.360580_25	-	GT2(8-118)	GT2	GT2	3	SRR18440051
NODE_1_length_179197_cov_11.360580_26	-	GT4(189-309)	GT4_e150	GT4	3	SRR18440051
NODE_1_length_179197_cov_11.360580_27	-	GT2(5-129)	GT2	-	2	SRR18440051
NODE_1_length_179197_cov_11.360580_28	-	GT4(193-338)	GT4_e3212	GT4	3	SRR18440051
NODE_1_length_179197_cov_11.360580_35	-	GH3(116-346)	GH3_e215	GH3	3	SRR18440051
NODE_1_length_179197_cov_11.360580_40	3.2.1.80:1|3.2.1.65:8	GH32(315-643)+CBM66(916-1076)	GH32_e42+CBM66_e0	CBM66+GH32	3	SRR18440051
NODE_1_length_179197_cov_11.360580_9	-	GT2(1-98)	GT2	-	2	SRR18440051
NODE_1_length_179197_cov_11.360580_99	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	SRR18440051
NODE_22_length_42559_cov_5.398143_28	3.2.1.89:17|3.2.1.89:17	GH53(64-316)+GH53(404-794)	GH53_e14+GH53_e14	GH53	3	SRR18440051
NODE_22_length_42559_cov_5.398143_29	3.2.1.89:17|3.2.1.89:17	GH53(63-319)+GH53(407-796)	GH53_e14+GH53_e14	GH53	3	SRR18440051
NODE_23_length_38962_cov_9.312424_32	-	CE4(79-190)	CE4_e246	CE4	3	SRR18440051
NODE_25_length_38205_cov_9.259467_18	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	SRR18440051
NODE_25_length_38205_cov_9.259467_26	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	SRR18440051
NODE_27_length_34384_cov_3.543247_14	-	GH109(5-142)	-	-	1	SRR18440051
NODE_29_length_30250_cov_4.952794_12	-	GH38(4-262)	GH38_e1	GH38	3	SRR18440051
NODE_29_length_30250_cov_4.952794_24	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	SRR18440051
NODE_2_length_132986_cov_5.711770_108	-	GH32(37-347)	GH32_e67	GH32	3	SRR18440051
NODE_2_length_132986_cov_5.711770_15	-	CE4(45-174)	CE4_e225	CE4	3	SRR18440051
NODE_2_length_132986_cov_5.711770_22	-	CE4(51-174)	CE4_e137	CE4	3	SRR18440051
NODE_2_length_132986_cov_5.711770_23	-	CE9(46-410)	CE9_e44	CE9	3	SRR18440051
NODE_2_length_132986_cov_5.711770_6	-	GT51(82-264)	GT51_e43	GT51	3	SRR18440051
NODE_2_length_132986_cov_5.711770_88	-	GH109(2-154)	GH109_e2	-	2	SRR18440051
NODE_2_length_132986_cov_5.711770_95	-	GH109(2-144)	GH109_e2	-	2	SRR18440051
NODE_30_length_29105_cov_4.038754_26	3.2.1.93:2	GH13_29(26-366)	GH13_e1	GH13_29	3	SRR18440051
NODE_34_length_26756_cov_3.893124_25	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	SRR18440051
